codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_plc,desviacion,comparacion_dlc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
168217000449,COROMORO,COLEGIO TECNICO AGROPECUARIO RAFAEL LEON AMAYA,52,Similar,9,Similar,0%,40%,52%,8%,42%,51%,54%,Lectura Crítica
268217000079,COROMORO,INSTITUCIÓN EDUCATIVA JESÚS LEÓN GUERRERO,54,Similar,10,Similar,0%,50%,33%,17%,42%,44%,51%,Lectura Crítica
26822900018,CURITÍ,INSTITUCIÓN EDUCATIVA LAS VUELTAS,53,Similar,6,Mayor,0%,33%,67%,0%,35%,50%,55%,Lectura Crítica
268229000091,CURITÍ,INSTITUCION EDUCATIVA CANTABARA MANCHADORES,51,Similar,8,Similar,0%,53%,47%,0%,38%,52%,55%,Lectura Crítica
168229000011,CURITÍ,COLEGIO INTEGRADO EDUARDO CAMACHO GAMBA,53,Similar,8,Similar,1%,32%,61%,6%,36%,48%,55%,Lectura Crítica
268235000451,EL CARMEN DE CHUCURÍ,INSTITUCION EDUCATIVA EL CENTENARIO,51,Similar,11,Similar,8%,29%,58%,4%,46%,53%,53%,Lectura Crítica
268235000086,EL CARMEN DE CHUCURÍ,INSTITUCION EDUCATIVA ISLANDA,52,Similar,11,Similar,8%,31%,54%,8%,37%,51%,57%,Lectura Crítica
268235000621,EL CARMEN DE CHUCURÍ,INSTITUCION EDUCATIVA LA SALINA,52,Similar,10,Similar,0%,36%,59%,5%,37%,54%,52%,Lectura Crítica
168235000022,EL CARMEN DE CHUCURÍ,COLEGIO SAN LUIS GONZAGA,56,Similar,9,Similar,2%,28%,55%,15%,31%,45%,47%,Lectura Crítica
268235000418,EL CARMEN DE CHUCURÍ,INSTITUCION EDUCATIVA CIRALES,51,Similar,10,Similar,9%,36%,55%,0%,45%,51%,56%,Lectura Crítica
268235000639,EL CARMEN DE CHUCURÍ,INSTITUCION EDUCATIVA  SANTO DOMINGO DEL RAMO,51,Similar,9,Similar,10%,30%,50%,10%,47%,48%,58%,Lectura Crítica
268235000647,EL CARMEN DE CHUCURÍ,INSTITUCIÓN EDUCATIVA FORJADORES DE UN MUNDO NUEVO,52,Similar,7,Similar,0%,25%,75%,0%,45%,56%,58%,Lectura Crítica
268245000351,EL GUACAMAYO,COLEGIO INTEGRADO AGROPECUARIO SANTA RITA,58,Similar,8,Similar,0%,0%,88%,13%,19%,42%,47%,Lectura Crítica
168245000349,EL GUACAMAYO,INSTITUTO TECNICO AGROPECUARIO,57,Similar,10,Similar,0%,29%,53%,18%,31%,42%,47%,Lectura Crítica
268101000446,EL PEÑÓN,COLEGIO INTEGRADO ANTONIO RICAURTE,48,Mayor,8,Similar,4%,63%,29%,4%,50%,58%,56%,Lectura Crítica
26810100025,EL PEÑÓN,INSTITUCION EDUCATIVA RIO BLANCO,48,Mayor,8,Similar,9%,50%,38%,3%,44%,57%,61%,Lectura Crítica
168255000011,EL PLAYÓN,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,53,Similar,9,Similar,0%,38%,53%,9%,38%,49%,51%,Lectura Crítica
268255000317,EL PLAYÓN,COLEGIO SAN FRANCISCO DE ASIS,53,Similar,8,Similar,0%,29%,63%,8%,35%,50%,53%,Lectura Crítica
268255000139,EL PLAYÓN,INSTITUCION EDUCATIVA  SAN PEDRO DE LA TIGRA,53,Similar,7,Similar,0%,28%,67%,6%,37%,48%,59%,Lectura Crítica
268255000147,EL PLAYÓN,INSTITUCION EDUCATIVA  SAN IGNACIO,43,Mayor,6,Mayor,20%,80%,0%,0%,52%,65%,83%,Lectura Crítica
268255000058,EL PLAYÓN,INSTITUCION EDUCATIVA  BETANIA,50,Similar,6,Mayor,0%,40%,60%,0%,47%,57%,50%,Lectura Crítica
168264000295,ENCINO,COLEGIO TECNICO AGROPECUARIO,49,Mayor,8,Similar,10%,40%,50%,0%,47%,57%,56%,Lectura Crítica
168266000268,ENCISO,COLEGIO JOSE DE FERRO,55,Similar,9,Similar,0%,41%,49%,10%,34%,43%,49%,Lectura Crítica
268266000025,ENCISO,COLEGIO TECNICO AGROINDUSTRIAL PEÑACOLORADA,53,Similar,9,Similar,0%,56%,44%,0%,35%,53%,58%,Lectura Crítica
168271000012,FLORIÁN,COLEGIO INTEGRADO EZEQUIEL FLORIAN,53,Similar,8,Similar,3%,31%,59%,8%,37%,48%,54%,Lectura Crítica
268271000351,FLORIÁN,INSTITUCION EDUCATIVA  LEONES,54,Similar,9,Similar,0%,33%,58%,8%,38%,48%,48%,Lectura Crítica
268271000271,FLORIÁN,INSTITUCIÓN EDUCATIVA SANTA HELENA,48,Mayor,8,Similar,0%,63%,38%,0%,47%,55%,57%,Lectura Crítica
168296000017,GALÁN,COLEGIO INTEGRADO ALFONSO GOMEZ GOMEZ,55,Similar,10,Similar,0%,31%,50%,19%,31%,45%,52%,Lectura Crítica
268296000071,GALÁN,INSTITUCION EDUCATIVA  SAN ISIDRO,49,Mayor,10,Similar,20%,20%,60%,0%,41%,56%,68%,Lectura Crítica
168298000235,GÁMBITA,COLEGIO  LUIS A. CALVO,49,Mayor,8,Similar,0%,60%,35%,5%,43%,58%,58%,Lectura Crítica
268298000299,GÁMBITA,INSTITUCION EDUCATIVA SAN MIGUEL,49,Mayor,11,Similar,0%,56%,33%,11%,44%,53%,58%,Lectura Crítica
268318000274,GUACA,INSTITUCIÓN EDUCATIVA QUEBRADAS,51,Similar,10,Similar,0%,75%,25%,0%,29%,58%,63%,Lectura Crítica
268318000355,GUACA,INSTITUTO  TÉCNICO AGROPECUARIO NUESTRA SEÑORA DEL SOCORRO,54,Similar,9,Similar,0%,35%,52%,13%,31%,47%,50%,Lectura Crítica
468318000604,GUACA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,43,Mayor,6,Mayor,0%,91%,9%,0%,58%,67%,63%,Lectura Crítica
268318000215,GUACA,INSTITUCION EDUCATIVA BARAYA,41,Mayor,6,Mayor,18%,82%,0%,0%,57%,69%,75%,Lectura Crítica
168320000015,GUADALUPE,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,58,Similar,9,Similar,0%,18%,61%,21%,28%,40%,41%,Lectura Crítica
168320000244,GUADALUPE,INSTITUTO TECNICO AGROPECUARIO,55,Similar,8,Similar,0%,29%,63%,8%,33%,49%,49%,Lectura Crítica
16832200008,GUAPOTÁ,COLEGIO MANUELA BELTRAN,54,Similar,5,Mayor,0%,17%,83%,0%,28%,51%,53%,Lectura Crítica
268324000189,GUAVATÁ,INSTITUTO TECNICO AGROPECUARIO DE GUAVATA,55,Similar,9,Similar,0%,25%,75%,0%,30%,46%,47%,Lectura Crítica
26832400026,GUAVATÁ,INSTITUCION EDUCATIVA TRES ESQUINAS LOS PATIOS,51,Similar,9,Similar,0%,55%,45%,0%,43%,47%,54%,Lectura Crítica
168327000096,GÜEPSA,COLEGIO SANTO DOMINGO SAVIO,52,Similar,10,Similar,4%,37%,50%,9%,41%,50%,54%,Lectura Crítica
16834400013,HATO,INSTITUTO TECNICO AGROPECUARIO,54,Similar,8,Similar,0%,32%,57%,11%,37%,44%,53%,Lectura Crítica
168368000017,JESÚS MARÍA,COLEGIO TÉCNICO LORENZO DE SALAZAR,57,Similar,7,Similar,0%,15%,75%,10%,27%,43%,47%,Lectura Crítica
268872000171,JORDÁN,COLEGIO NUESTRA SEÑORA DE FATIMA,51,Similar,9,Similar,0%,48%,43%,10%,38%,55%,59%,Lectura Crítica
168377000011,LA BELLEZA,COLEGIO INTEGRADO DON BOSCO,58,Similar,7,Similar,0%,17%,70%,13%,32%,40%,45%,Lectura Crítica
268377000172,LA BELLEZA,COLEGIO JOSE ANTONIO BELTRAN,48,Mayor,9,Similar,8%,62%,23%,8%,46%,57%,61%,Lectura Crítica
268377000253,LA BELLEZA,INSTITUCION EDUCATIVA EL RUBI,46,Mayor,10,Similar,17%,50%,33%,0%,54%,63%,66%,Lectura Crítica
268190001493,LANDÁZURI,INSTITUTO AGRICOLA LA INDIA,46,Mayor,9,Similar,13%,42%,45%,0%,53%,58%,66%,Lectura Crítica
268385000327,LANDÁZURI,COLEGIO MIRALINDO,48,Mayor,10,Similar,9%,41%,50%,0%,46%,55%,61%,Lectura Crítica
26838500005,LANDÁZURI,COLEGIO LAS FLORES,50,Similar,11,Similar,14%,29%,52%,5%,42%,54%,56%,Lectura Crítica
168385001051,LANDÁZURI,COLEGIO  JOSE MARIA LANDAZURI,53,Similar,10,Similar,2%,41%,50%,7%,38%,50%,50%,Lectura Crítica
168397000051,LA PAZ,COLEGIO INTEGRADO PABLO VI,54,Similar,7,Similar,0%,46%,54%,0%,39%,52%,52%,Lectura Crítica
26839700011,LA PAZ,INSTITUCION EDUCATIVA  LA LOMA,51,Similar,6,Mayor,0%,46%,54%,0%,38%,57%,58%,Lectura Crítica
268397000039,LA PAZ,INSTITUCIÓN  EDUCATIVA  TROCHAS,45,Mayor,9,Similar,20%,40%,40%,0%,49%,64%,74%,Lectura Crítica
268406000161,LEBRIJA,COLEGIO  PORTUGAL,55,Similar,9,Similar,0%,29%,61%,10%,32%,48%,47%,Lectura Crítica
368406000971,LEBRIJA,LICEO SAN FERNANDO,59,Similar,11,Similar,5%,14%,52%,29%,28%,37%,43%,Lectura Crítica
268406000233,LEBRIJA,INSTITUCION EDUCATIVA LA ESTACION,52,Similar,10,Similar,0%,73%,18%,9%,39%,50%,61%,Lectura Crítica
168406000336,LEBRIJA,COLEGIO INTEGRADO NUESTRA SE¿ORA DE LAS MERCEDES,56,Similar,10,Similar,2%,24%,57%,18%,34%,44%,44%,Lectura Crítica
26840600025,LEBRIJA,INSTITUCION EDUCATIVA LA VICTORIA,52,Similar,6,Mayor,0%,36%,64%,0%,35%,49%,56%,Lectura Crítica
368406000904,LEBRIJA,COLEGIO NUEVOS HORIZONTES,54,Similar,10,Similar,9%,18%,64%,9%,37%,46%,56%,Lectura Crítica
268406000098,LEBRIJA,INSTITUCION EDUCATIVA LLANADAS,54,Similar,9,Similar,0%,36%,52%,11%,37%,45%,52%,Lectura Crítica
368406000831,LEBRIJA,COLEGIO ANTONIO LEBRIJA                                                                             ,57,Similar,10,Similar,6%,12%,71%,12%,29%,43%,41%,Lectura Crítica
368406000998,LEBRIJA,GIMNASIO MONTEVERDE                                                                                 ,63,Similar,6,Mayor,0%,0%,60%,40%,26%,24%,40%,Lectura Crítica
268406000594,LEBRIJA,INSTITUCION EDUCATIVA VANEGAS,54,Similar,8,Similar,0%,33%,67%,0%,39%,45%,47%,Lectura Crítica
368406001196,LEBRIJA,FUNDACIÓN COLOMBIANA DE APRENDIZAJE TÉCNICO FUCATEC,37,Mayor,0,Mayor,0%,100%,0%,0%,60%,69%,92%,Lectura Crítica
268418000069,LOS SANTOS,COLEGIO INTEGRADO MESA DE JERIDAS,51,Similar,7,Similar,2%,44%,53%,2%,42%,51%,55%,Lectura Crítica
168418000269,LOS SANTOS,COLEGIO INTEGRADO  LOS SANTOS,53,Similar,10,Similar,3%,41%,45%,11%,36%,52%,51%,Lectura Crítica
268418000115,LOS SANTOS,INSTITUCION EDUCATIVA  LA FUENTE,50,Similar,12,Similar,5%,43%,43%,8%,46%,55%,53%,Lectura Crítica
268418000271,LOS SANTOS,INSTITUCION EDUCATIVA  LA LAGUNA,55,Similar,8,Similar,0%,26%,58%,16%,32%,48%,48%,Lectura Crítica
46842500028,MACARAVITA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,48,Mayor,8,Similar,0%,80%,20%,0%,44%,58%,59%,Lectura Crítica
168425000215,MACARAVITA,COLEGIO JUAN XXIII,54,Similar,11,Similar,0%,35%,47%,18%,34%,47%,50%,Lectura Crítica
168432000361,MÁLAGA,ESCUELA NORMAL SUPERIOR FRANCISCO DE PAULA SANTANDER,64,Similar,7,Similar,0%,2%,58%,41%,22%,28%,34%,Lectura Crítica
168432000034,MÁLAGA,INSTITUTO TECNICO INDUSTRIAL EMETERIO DUARTE SUAREZ,59,Similar,8,Similar,0%,10%,67%,23%,29%,37%,42%,Lectura Crítica
5684320013,MÁLAGA,COLEGIO UNAD,51,Similar,10,Similar,0%,50%,50%,0%,33%,57%,63%,Lectura Crítica
36843200058,MÁLAGA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,47,Mayor,9,Similar,10%,48%,41%,0%,49%,59%,58%,Lectura Crítica
368432000573,MÁLAGA,COLEGIO JERÓNIMO DE AGUAYO,51,Similar,0,Mayor,0%,0%,100%,0%,40%,31%,75%,Lectura Crítica
168432000051,MÁLAGA,COLEGIO CUSTODIO GARCIA ROVIRA,56,Similar,9,Similar,2%,19%,65%,15%,33%,42%,45%,Lectura Crítica
168432000018,MÁLAGA,COLEGIO OFICIAL NUESTRA SE¿ORA DEL ROSARIO,59,Similar,8,Similar,0%,10%,69%,21%,27%,38%,41%,Lectura Crítica
168432000026,MÁLAGA,INSTITUTO POLITECNICO MONSEÑOR MANUEL SORZANO GONZALEZ,50,Similar,9,Similar,8%,62%,31%,0%,44%,54%,53%,Lectura Crítica
468444000441,MATANZA,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA PAZ,52,Similar,8,Similar,0%,52%,41%,7%,40%,53%,52%,Lectura Crítica
268444000093,MATANZA,COLEGIO   LIZCANO FLOREZ,49,Mayor,8,Similar,0%,70%,30%,0%,41%,57%,58%,Lectura Crítica
168444000285,MATANZA,COLEGIO INTEGRADO LAS MERCEDES,55,Similar,9,Similar,0%,28%,61%,11%,32%,45%,51%,Lectura Crítica
468464000849,MOGOTES,INSTITUTO TECNICO PARA EL DESARROLLO RURAL IDEAR,36,Mayor,0,Mayor,0%,100%,0%,0%,89%,47%,73%,Lectura Crítica
168464000788,MOGOTES,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,53,Similar,9,Similar,1%,41%,49%,8%,38%,49%,51%,Lectura Crítica
268464000308,MOGOTES,INSTITUCIÓN EDUCATIVA PITIGUAO,50,Similar,7,Similar,4%,52%,44%,0%,39%,57%,59%,Lectura Crítica
268464000341,MOGOTES,INSTITUCION EDUCATIVA RURAL EL HOYO,51,Similar,5,Mayor,0%,36%,64%,0%,44%,53%,56%,Lectura Crítica
268464000448,MOGOTES,INSTITUCION EDUCATIVA GUAURE,48,Mayor,8,Similar,0%,67%,33%,0%,43%,62%,66%,Lectura Crítica
268464000235,MOGOTES,INSTITUCION EDUCATIVA CAUCHOS,45,Mayor,9,Similar,7%,67%,20%,7%,51%,63%,65%,Lectura Crítica
168468000502,MOLAGAVITA,INSTITUTO TECNICO AGRICOLA LUIS MARIA CARVAJAL,55,Similar,8,Similar,0%,30%,60%,10%,32%,47%,53%,Lectura Crítica
468468000655,MOLAGAVITA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,42,Mayor,3,Mayor,0%,100%,0%,0%,60%,64%,72%,Lectura Crítica
268468000175,MOLAGAVITA,INSTITUCION EDUCATIVA LLANO DE MOLAGAVITA,47,Mayor,7,Similar,7%,60%,33%,0%,46%,60%,67%,Lectura Crítica
168498000159,OCAMONTE,COLEGIO TECNICO AGROPECUARIO SAN JOSE,50,Similar,9,Similar,9%,45%,42%,3%,41%,55%,59%,Lectura Crítica
268498000161,OCAMONTE,INSTITUCION EDUCATIVA AGUAFRIA,54,Similar,6,Mayor,0%,25%,69%,6%,31%,52%,51%,Lectura Crítica
268500000255,OIBA,ESCUELA INDUSTRIAL,53,Similar,10,Similar,3%,40%,44%,12%,40%,51%,50%,Lectura Crítica
168500000218,OIBA,ESCUELA NORMAL SUPERIOR,57,Similar,8,Similar,0%,21%,63%,16%,30%,41%,46%,Lectura Crítica
268502000279,ONZAGA,INSTITUCIÓN EDUCATIVA PADUA,49,Mayor,10,Similar,13%,38%,50%,0%,46%,59%,57%,Lectura Crítica
168502000126,ONZAGA,COLEGIO NUESTRA SEÑORA DE FATIMA,55,Similar,9,Similar,0%,21%,69%,10%,33%,48%,44%,Lectura Crítica
16852200005,PALMAR,INSTITUTO TECNICO  JOSE RUEDA,56,Similar,10,Similar,0%,33%,47%,20%,32%,44%,47%,Lectura Crítica
168524000111,PALMAS DEL SOCORRO,COLEGIO DEPARTAMENTAL LA INMACULADA,53,Similar,8,Similar,2%,33%,62%,2%,33%,51%,55%,Lectura Crítica
168533000302,PÁRAMO,COLEGIO NUESTRA SEÑORA DE LA SALUD,60,Similar,8,Similar,0%,14%,60%,26%,25%,37%,41%,Lectura Crítica
168549000124,PINCHOTE,COLEGIO INTEGRADO PEDRO SANTOS,54,Similar,8,Similar,2%,29%,59%,10%,37%,44%,53%,Lectura Crítica
268572000039,PUENTE NACIONAL,COLEGIO DELICIAS,55,Similar,11,Similar,9%,18%,55%,18%,35%,46%,44%,Lectura Crítica
268572000314,PUENTE NACIONAL,INSTITUCIÓN EDUCATIVA PEÑA BLANCA,54,Similar,7,Similar,0%,38%,63%,0%,35%,53%,54%,Lectura Crítica
168572000417,PUENTE NACIONAL,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,58,Similar,8,Similar,0%,20%,60%,20%,30%,39%,43%,Lectura Crítica
168572000026,PUENTE NACIONAL,COLEGIO AURELIO MARTINEZ MUTIS,52,Similar,9,Similar,5%,41%,50%,5%,43%,49%,54%,Lectura Crítica
168572000409,PUENTE NACIONAL,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,55,Similar,8,Similar,0%,30%,58%,12%,34%,48%,48%,Lectura Crítica
268573000202,PUERTO PARRA,COLEGIO ALFONSO LOPEZ,48,Mayor,8,Similar,3%,65%,29%,3%,46%,58%,64%,Lectura Crítica
168573000097,PUERTO PARRA,COLEGIO INTEGRADO  PUERTO PARRA,51,Similar,9,Similar,7%,33%,59%,0%,41%,50%,54%,Lectura Crítica
26857300061,PUERTO PARRA,COLEGIO  LAS MONTOYAS,47,Mayor,8,Similar,0%,69%,31%,0%,53%,53%,60%,Lectura Crítica
168575000418,PUERTO WILCHES,ESCUELA INDUSTRIAL 20 DE JULIO,49,Mayor,9,Similar,4%,54%,39%,2%,47%,56%,61%,Lectura Crítica
168575000329,PUERTO WILCHES,COLEGIO INTEGRADO,48,Mayor,9,Similar,5%,61%,30%,4%,45%,56%,62%,Lectura Crítica
268575000218,PUERTO WILCHES,COLEGIO AGROPECUARIO PUENTE SOGAMOSO,50,Similar,8,Similar,3%,46%,49%,3%,44%,53%,57%,Lectura Crítica
268575000692,PUERTO WILCHES,INSTITUCION EDUCATIVA EL PEDRAL,54,Similar,8,Similar,0%,39%,56%,6%,35%,47%,55%,Lectura Crítica
268575000056,PUERTO WILCHES,INSTITUCIÓN EDUCATIVA SAN PEDRO CLAVER KM. 16,46,Mayor,9,Similar,15%,49%,37%,0%,50%,60%,65%,Lectura Crítica
268575000706,PUERTO WILCHES,INSTITUTO AGROPECUARIO SAN PEDRO DE VIJAGUAL,46,Mayor,7,Similar,7%,70%,23%,0%,53%,57%,65%,Lectura Crítica
268575000064,PUERTO WILCHES,INSTITUCION EDUCATIVA  BADILLO,46,Mayor,4,Mayor,0%,83%,17%,0%,40%,59%,70%,Lectura Crítica
468615001947,RIONEGRO,COLEGIO JUAN PABLO II,50,Similar,10,Similar,10%,51%,28%,10%,43%,56%,58%,Lectura Crítica
268615001107,RIONEGRO,INSTITUCION EDUCATIVA  LLANA DE LA TIGRA,48,Mayor,7,Similar,0%,60%,40%,0%,40%,63%,62%,Lectura Crítica
168615000262,RIONEGRO,COLEGIO FRAY NEPOMUCENO RAMOS,52,Similar,10,Similar,5%,40%,46%,9%,39%,52%,54%,Lectura Crítica
268615001174,RIONEGRO,INSTITUCION EDUCATIVA  GALAPAGOS,50,Similar,9,Similar,0%,20%,80%,0%,55%,43%,64%,Lectura Crítica
268615000941,RIONEGRO,INSTITUCION EDUCATIVA  EL PORTICO,57,Similar,10,Similar,0%,24%,53%,24%,29%,45%,47%,Lectura Crítica
268615000895,RIONEGRO,INSTITUCION EDUCATIVA CUESTA RICA,47,Mayor,8,Similar,8%,62%,31%,0%,47%,62%,61%,Lectura Crítica
268615002359,RIONEGRO,COLEGIO  LLANO DE PALMAS,51,Similar,8,Similar,0%,39%,58%,3%,42%,52%,54%,Lectura Crítica
268615002146,RIONEGRO,COLEGIO CARLOS JULIO GARCIA,45,Mayor,8,Similar,13%,67%,21%,0%,55%,62%,62%,Lectura Crítica
268615000046,RIONEGRO,I.E.  LA CEIBA,53,Similar,9,Similar,0%,22%,78%,0%,34%,52%,50%,Lectura Crítica
268615000828,RIONEGRO,INSTITUCION EDUCATIVA CAÑA BRAVA,50,Similar,6,Mayor,0%,71%,29%,0%,32%,59%,63%,Lectura Crítica
168655000192,SABANA DE TORRES,COLEGIO INTEGRADO MADRE DE LA ESPERANZA,52,Similar,8,Similar,2%,43%,51%,4%,40%,53%,54%,Lectura Crítica
368655001261,SABANA DE TORRES,COLEGIO SANTO ANGEL                                                                                 ,69,Menor,7,Similar,0%,0%,44%,56%,13%,22%,23%,Lectura Crítica
368655001279,SABANA DE TORRES,COLEGIO ADVENTISTA LIBERTAD,62,Similar,6,Mayor,0%,0%,82%,18%,21%,33%,39%,Lectura Crítica
268655000707,SABANA DE TORRES,INSTITUCION EDUCATIVA  EL TAGUI,53,Similar,6,Mayor,0%,34%,66%,0%,34%,47%,59%,Lectura Crítica
268655001151,SABANA DE TORRES,INSTITUTO TECNICO DE SABANA DE TORRES I.T.E.S.,51,Similar,9,Similar,7%,37%,53%,3%,41%,51%,56%,Lectura Crítica
268655000405,SABANA DE TORRES,COLEGIO  POZO CUATRO,49,Mayor,10,Similar,5%,55%,32%,9%,43%,59%,58%,Lectura Crítica
168669000438,SAN ANDRÉS,COLEGIO FRAY JOSE DE LAS CASAS NOVAS,52,Similar,9,Similar,2%,41%,50%,7%,39%,49%,54%,Lectura Crítica
268669000513,SAN ANDRÉS,COLEGIO ANTONIO MARIA GUARIN,55,Similar,7,Similar,0%,25%,67%,8%,37%,45%,52%,Lectura Crítica
468669000711,SAN ANDRÉS,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,47,Mayor,10,Similar,25%,25%,50%,0%,57%,62%,47%,Lectura Crítica
168669000616,SAN ANDRÉS,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,56,Similar,8,Similar,2%,21%,62%,16%,31%,43%,49%,Lectura Crítica
268669000301,SAN ANDRÉS,INSTITUTO TECNICO LAGUNA DE ORTICES,50,Similar,9,Similar,6%,35%,59%,0%,48%,52%,54%,Lectura Crítica
168673000159,SAN BENITO,COLEGIO SAN BENITO DE PALERMO,52,Similar,10,Similar,5%,36%,55%,5%,39%,53%,53%,Lectura Crítica
368679000419,SAN GIL,COLEGIO COOPERATIVO                                                                              ,60,Similar,7,Similar,0%,5%,74%,21%,24%,40%,39%,Lectura Crítica
368679000036,SAN GIL,COLEGIO EL ROSARIO                                                                                  ,67,Menor,7,Similar,0%,0%,41%,59%,15%,24%,26%,Lectura Crítica
268679000741,SAN GIL,INSTITUCIÓN EDUCATIVA CHAPALA,52,Similar,7,Similar,0%,40%,56%,4%,34%,53%,57%,Lectura Crítica
268679000376,SAN GIL,INSTITUCION EDUCATIVA VERSALLES,52,Similar,9,Similar,0%,40%,60%,0%,43%,48%,55%,Lectura Crítica
16867900055,SAN GIL,COLEGIO SAN CARLOS,55,Similar,11,Similar,1%,36%,42%,21%,34%,48%,50%,Lectura Crítica
168679000401,SAN GIL,INSTITUTO SAN VICENTE DE PAUL,53,Similar,9,Similar,0%,41%,52%,6%,38%,49%,55%,Lectura Crítica
168679000142,SAN GIL,COLEGIO LUIS CAMACHO RUEDA,54,Similar,9,Similar,0%,36%,51%,13%,35%,48%,52%,Lectura Crítica
168679000011,SAN GIL,COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,61,Similar,8,Similar,1%,7%,63%,30%,24%,34%,37%,Lectura Crítica
168679000461,SAN GIL,COLEGIO SAN JOSÉ DE GUANENTA,57,Similar,9,Similar,1%,25%,59%,15%,32%,43%,46%,Lectura Crítica
368679001041,SAN GIL,COLEGIO CAMILO TORRES PARA JOVENES Y ADULTOS,35,Mayor,0,Mayor,100%,0%,0%,0%,67%,73%,100%,Lectura Crítica
36867900001,SAN GIL,INSTITUTO DE FORMACIÓN TÉCNICA - INFORTEC,51,Similar,13,Similar,0%,50%,50%,0%,33%,52%,74%,Lectura Crítica
368679000729,SAN GIL,COLEGIO SANTA CRUZ DE LA NUEVA BAEZA,69,Menor,9,Similar,0%,0%,33%,67%,19%,20%,22%,Lectura Crítica
368679001024,SAN GIL,CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENERAL SANTANDER,40,Mayor,5,Mayor,17%,83%,0%,0%,54%,75%,73%,Lectura Crítica
268679000228,SAN GIL,INSTITUCIÓN EDUCATIVA SAN JUAN BOSCO CAÑAVERAL,48,Mayor,8,Similar,0%,63%,38%,0%,46%,57%,61%,Lectura Crítica
368679001083,SAN GIL,INSTITUCION EDUCATIVA LA ESPERANZA,60,Similar,6,Mayor,0%,0%,73%,27%,21%,35%,42%,Lectura Crítica
368679000478,SAN GIL,LICEO SUPERIOR RAFAEL POMBO,64,Similar,8,Similar,0%,5%,53%,42%,22%,29%,31%,Lectura Crítica
168682000013,SAN JOAQUÍN,COLEGIO INTEGRADO  MARIA AUXILIADORA,54,Similar,8,Similar,0%,30%,70%,0%,43%,43%,44%,Lectura Crítica
268682000166,SAN JOAQUÍN,INSTITUCION EDUCATIVA SAN MIGUEL,43,Mayor,9,Similar,24%,59%,18%,0%,56%,66%,67%,Lectura Crítica
468684000333,SAN JOSÉ DE MIRANDA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,41,Mayor,6,Mayor,0%,100%,0%,0%,62%,70%,70%,Lectura Crítica
168684000304,SAN JOSÉ DE MIRANDA,INSTITUTO ISIDORO MIRANDA MORANTES,55,Similar,7,Similar,0%,25%,67%,8%,35%,45%,46%,Lectura Crítica
168686000166,SAN MIGUEL,COLEGIO INTEGRADO MONSEÑOR EVARISTO BLANCO,57,Similar,9,Similar,0%,31%,54%,15%,31%,40%,52%,Lectura Crítica
468686000284,SAN MIGUEL,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,39,Mayor,10,Similar,40%,40%,20%,0%,67%,72%,71%,Lectura Crítica
168689002968,SAN VICENTE DE CHUCURÍ,COLEGIO NUESTRA SEÑORA DE LA PAZ,57,Similar,9,Similar,2%,22%,62%,15%,32%,42%,46%,Lectura Crítica
268689000871,SAN VICENTE DE CHUCURÍ,CONCENTRACION DESARROLLO RURAL JOSE ANTONIO GALAN,52,Similar,9,Similar,8%,42%,42%,8%,38%,50%,53%,Lectura Crítica
268689002687,SAN VICENTE DE CHUCURÍ,INSTITUCION EDUCATIVA MIRADORES DE LLANA CALIENTE,52,Similar,8,Similar,5%,32%,64%,0%,37%,54%,55%,Lectura Crítica
268689002971,SAN VICENTE DE CHUCURÍ,COLEGIO INTEGRADO YARIMA,58,Similar,9,Similar,0%,14%,71%,14%,35%,37%,45%,Lectura Crítica
268689000862,SAN VICENTE DE CHUCURÍ,INSTITUCION EDUCATIVA PALMIRA,53,Similar,9,Similar,0%,43%,52%,5%,41%,49%,51%,Lectura Crítica
168689001511,SAN VICENTE DE CHUCURÍ,COLEGIO INTEGRADO CAMILO TORRES,59,Similar,11,Similar,0%,22%,56%,22%,27%,37%,43%,Lectura Crítica
268689000722,SAN VICENTE DE CHUCURÍ,INSTITUCION EDUCATIVA GUAMALES,55,Similar,7,Similar,0%,18%,73%,9%,28%,41%,51%,Lectura Crítica
