codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_psyc,desviacion,comparacion_dsyc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,Competencia
250245000584,EL CALVARIO,INSTITUCION EDUCATIVA SIMON BOLIVAR,52,Similar,9,Similar,7%,57%,36%,0%,20%,53%,58%,44%,77%,19%,Sociales y Ciudadanas
150245000288,EL CALVARIO,INSTITUCION EDUCATIVA JUAN BAUTISTA ARNAUD,51,Similar,10,Similar,8%,58%,33%,0%,49%,50%,49%,60%,61%,50%,Sociales y Ciudadanas
150251000079,EL CASTILLO,INSTITUCION EDUCATIVA OVIDIO DECROLY,47,Similar,11,Similar,30%,46%,21%,2%,39%,65%,67%,62%,48%,54%,Sociales y Ciudadanas
250223000394,EL DORADO,INSTITUCION EDUCATIVA EL DORADO,46,Similar,11,Similar,34%,47%,17%,2%,47%,64%,58%,60%,53%,52%,Sociales y Ciudadanas
150287000563,FUENTEDEORO,INSTITUCION EDUCATIVA EL PROGRESO,42,Mayor,9,Similar,48%,41%,11%,0%,49%,64%,61%,59%,64%,70%,Sociales y Ciudadanas
150287000555,FUENTEDEORO,INSTITUCION EDUCATIVA SAN ANTONIO DEL ARIARI,46,Similar,10,Similar,33%,48%,19%,0%,39%,63%,60%,55%,61%,53%,Sociales y Ciudadanas
250287000401,FUENTEDEORO,INSTITUCION EDUCATIVA ANTONIO NARIÑO,43,Similar,10,Similar,42%,50%,8%,0%,54%,72%,72%,40%,71%,64%,Sociales y Ciudadanas
150313000984,GRANADA,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,48,Similar,10,Similar,28%,46%,26%,1%,42%,59%,61%,71%,60%,58%,Sociales y Ciudadanas
150313000089,GRANADA,INSTITUCION EDUCATIVA GENERAL SANTANDER,49,Similar,11,Similar,32%,38%,27%,2%,39%,58%,59%,57%,58%,53%,Sociales y Ciudadanas
150313000321,GRANADA,INSTITUCION EDUCATIVA CAMILO TORRES,49,Similar,11,Similar,22%,45%,32%,1%,37%,55%,58%,54%,54%,56%,Sociales y Ciudadanas
150313001,GRANADA,INSTITUCION EDUCATIVA BRISAS DE IRIQUE,48,Similar,10,Similar,23%,50%,27%,0%,38%,56%,59%,66%,64%,61%,Sociales y Ciudadanas
250313000458,GRANADA,INSTITUCION EDUCATIVA SANTA MARIA MAZZARELLO,50,Similar,9,Similar,17%,53%,30%,0%,30%,55%,56%,62%,63%,54%,Sociales y Ciudadanas
350313000771,GRANADA,COLEGIO ADVENTISTA,54,Similar,10,Similar,4%,52%,43%,0%,26%,45%,52%,50%,58%,38%,Sociales y Ciudadanas
150313000097,GRANADA,INSTITUCION EDUCATIVA VALENTIN GARCIA,52,Similar,12,Similar,17%,42%,35%,6%,40%,52%,51%,45%,55%,52%,Sociales y Ciudadanas
150313000861,GRANADA,INSTITUCION EDUCATIVA DOS QUEBRADAS,43,Similar,8,Similar,38%,58%,4%,0%,46%,73%,61%,100%,57%,46%,Sociales y Ciudadanas
15031300033,GRANADA,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,56,Similar,11,Similar,10%,39%,45%,7%,31%,47%,50%,45%,48%,47%,Sociales y Ciudadanas
350313001171,GRANADA,LICEO MODERNO GRANADA,31,Mayor,0,Mayor,100%,0%,0%,0%,100%,75%,100%,N.D.,100%,100%,Sociales y Ciudadanas
250313000369,GRANADA,INSTITUCION EDUCATIVA AGRICOLA LA HOLANDA,45,Similar,9,Similar,38%,48%,13%,1%,52%,64%,62%,65%,57%,55%,Sociales y Ciudadanas
250313000164,GRANADA,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,48,Similar,12,Similar,26%,47%,26%,0%,40%,65%,62%,100%,57%,63%,Sociales y Ciudadanas
350313800041,GRANADA,COLEGIO MILITAR ANTONIA SANTOS,45,Similar,9,Similar,33%,67%,0%,0%,45%,71%,80%,86%,72%,45%,Sociales y Ciudadanas
150318000249,GUAMAL,INSTITUCION EDUCATIVA JOSE MARIA CORDOBA,49,Similar,11,Similar,25%,44%,30%,1%,35%,57%,58%,66%,57%,47%,Sociales y Ciudadanas
350318000353,GUAMAL,COLEGIO COFREM GUAMAL,50,Similar,11,Similar,22%,44%,29%,4%,36%,56%,54%,48%,50%,64%,Sociales y Ciudadanas
350318000335,GUAMAL,GIMN CAMP DOMINISIANO,54,Similar,10,Similar,10%,48%,38%,3%,35%,55%,53%,50%,43%,43%,Sociales y Ciudadanas
150325000254,MAPIRIPÁN,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,45,Similar,9,Similar,35%,53%,12%,0%,48%,70%,65%,80%,56%,62%,Sociales y Ciudadanas
250325000241,MAPIRIPÁN,INSTITUCION EDUCATIVA DIVINO NIÑO JESUS,37,Mayor,5,Mayor,75%,25%,0%,0%,64%,60%,69%,100%,80%,75%,Sociales y Ciudadanas
150330000181,MESETAS,INSTITUCION EDUCATIVA LOS FUNDADORES,47,Similar,11,Similar,32%,47%,17%,3%,48%,57%,60%,66%,59%,53%,Sociales y Ciudadanas
250330000518,MESETAS,INSTITUCION EDUCATIVA JARDIN DE LAS PEÑAS,50,Similar,9,Similar,0%,82%,9%,9%,55%,57%,61%,75%,67%,60%,Sociales y Ciudadanas
250350000786,LA MACARENA,INSTITUCION EDUCATIVA HECTOR IVAN HERNANDEZ,50,Similar,10,Similar,19%,48%,33%,0%,52%,55%,52%,82%,62%,55%,Sociales y Ciudadanas
250350000841,LA MACARENA,INSTITUCION EDUCATIVA NUEVO HORIZONTE,46,Similar,12,Similar,42%,25%,33%,0%,42%,68%,63%,17%,53%,69%,Sociales y Ciudadanas
15035000003,LA MACARENA,IE NUESTRA SEÑORA DE LA MACARENA,45,Similar,10,Similar,33%,48%,19%,0%,46%,61%,58%,61%,61%,54%,Sociales y Ciudadanas
250350000051,LA MACARENA,INSTITUCION EDUCATIVA SANTA TERESA,42,Mayor,8,Similar,33%,67%,0%,0%,29%,67%,69%,100%,63%,67%,Sociales y Ciudadanas
15037000001,URIBE,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,42,Mayor,10,Similar,48%,43%,10%,0%,54%,71%,67%,53%,61%,58%,Sociales y Ciudadanas
250330000623,URIBE,INSTITUCION EDUCATIVA LA JULIA,45,Similar,10,Similar,32%,53%,16%,0%,48%,64%,64%,69%,66%,69%,Sociales y Ciudadanas
150400000095,LEJANÍAS,INSTITUCION EDUCATIVA DE LEJANIAS,48,Similar,9,Similar,24%,52%,23%,0%,42%,61%,53%,73%,54%,60%,Sociales y Ciudadanas
250400000375,LEJANÍAS,INSTITUCION EDUCATIVA GABRIELA MISTRAL,48,Similar,10,Similar,27%,47%,27%,0%,39%,56%,54%,72%,63%,42%,Sociales y Ciudadanas
250450000198,PUERTO CONCORDIA,INSTITUCION EDUCATIVA VALENTIN APARICIO PERSONA,42,Mayor,9,Similar,55%,36%,9%,0%,57%,69%,67%,83%,67%,56%,Sociales y Ciudadanas
150450000011,PUERTO CONCORDIA,INSTITUCION EDUCATIVA NUEVA ESPERANZA,43,Similar,9,Similar,44%,44%,13%,0%,51%,68%,59%,57%,66%,58%,Sociales y Ciudadanas
250577000472,PUERTO CONCORDIA,INSTITUCION EDUCATIVA PUERTO IRIS,42,Mayor,9,Similar,56%,30%,15%,0%,56%,64%,65%,64%,70%,52%,Sociales y Ciudadanas
150568000147,PUERTO GAITÁN,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,48,Similar,10,Similar,27%,50%,22%,1%,40%,56%,58%,60%,59%,58%,Sociales y Ciudadanas
250568001253,PUERTO GAITÁN,IE KUWEI,33,Mayor,8,Similar,87%,13%,0%,0%,69%,72%,77%,100%,57%,70%,Sociales y Ciudadanas
150568001437,PUERTO GAITÁN,INSTITUCION EDUCATIV LUIS CARLOS GALAN SARMIENTO,52,Similar,10,Similar,12%,49%,38%,1%,33%,50%,56%,53%,47%,55%,Sociales y Ciudadanas
350568800011,PUERTO GAITÁN,INSTITUCIÓN EDUCATIVA INSELLANOS,41,Mayor,6,Mayor,50%,50%,0%,0%,48%,70%,69%,38%,59%,58%,Sociales y Ciudadanas
250568001784,PUERTO GAITÁN,INSTITUCION EDUCATIVA RUBIALES,41,Mayor,8,Similar,64%,28%,8%,0%,57%,65%,76%,75%,63%,57%,Sociales y Ciudadanas
250568000257,PUERTO GAITÁN,IE SAN RAFAEL DE DOMO PLANAS,39,Mayor,11,Similar,57%,35%,9%,0%,63%,75%,71%,67%,50%,71%,Sociales y Ciudadanas
250573001156,PUERTO LÓPEZ,INSTITUCION EDUCATIVA PUERTO GUADALUPE,44,Similar,10,Similar,32%,53%,16%,0%,43%,73%,64%,55%,71%,68%,Sociales y Ciudadanas
250573000176,PUERTO LÓPEZ,IE SIMON BOLIVAR,46,Similar,10,Similar,30%,50%,20%,0%,29%,67%,71%,50%,67%,58%,Sociales y Ciudadanas
150573001135,PUERTO LÓPEZ,INSTITUCION EDUCATIVA TECNICO AGROPECUARIO,46,Similar,9,Similar,36%,40%,24%,0%,51%,57%,63%,100%,68%,61%,Sociales y Ciudadanas
150573000121,PUERTO LÓPEZ,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,48,Similar,10,Similar,25%,56%,18%,0%,40%,55%,55%,58%,55%,56%,Sociales y Ciudadanas
450573000639,PUERTO LÓPEZ,IE AGROPECUARIO ADVENTISTA DEL LLANO - INSTIVAL,48,Similar,9,Similar,20%,53%,27%,0%,44%,62%,54%,75%,57%,43%,Sociales y Ciudadanas
150573000015,PUERTO LÓPEZ,INSTITUCION EDUCATIVA CAPITAN MIGUEL LARA,47,Similar,11,Similar,41%,33%,26%,0%,43%,56%,51%,53%,61%,59%,Sociales y Ciudadanas
250573030709,PUERTO LÓPEZ,INSTITUCION EDUCATIVA REMOLINO,48,Similar,6,Mayor,0%,88%,13%,0%,37%,59%,43%,50%,46%,38%,Sociales y Ciudadanas
150573000554,PUERTO LÓPEZ,INSTITUCION EDUCATIVA ENRIQUE OLAYA HERRERA,52,Similar,11,Similar,13%,47%,35%,5%,32%,53%,51%,49%,59%,51%,Sociales y Ciudadanas
250573030814,PUERTO LÓPEZ,INSTITUCION EDUCATIVA YAALIAKEISY,45,Similar,10,Similar,41%,32%,27%,0%,46%,60%,67%,50%,63%,71%,Sociales y Ciudadanas
250573001067,PUERTO LÓPEZ,INSTITUCION EDUCATIVA SANTA TERESA DE PACHAQUIARO,55,Similar,12,Similar,11%,37%,40%,11%,30%,49%,46%,64%,53%,29%,Sociales y Ciudadanas
350573030843,PUERTO LÓPEZ,COLEGIO COFREM - PUERTO LOPEZ,51,Similar,10,Similar,14%,50%,29%,7%,35%,61%,51%,71%,67%,47%,Sociales y Ciudadanas
350573800011,PUERTO LÓPEZ,LICEO PEDAGÓGICO POLITÉCNICO DE LOS LLANOS,43,Similar,10,Similar,56%,33%,11%,0%,40%,76%,74%,100%,39%,55%,Sociales y Ciudadanas
250577000332,PUERTO LLERAS,INSTITUCION EDUCATIVA HECTOR JARAMILLO DUQUE,49,Similar,10,Similar,20%,53%,27%,0%,47%,55%,63%,71%,60%,69%,Sociales y Ciudadanas
150577000052,PUERTO LLERAS,INSTITUCION EDUCATIVA MAJESTUOSO ARIARI  INEMA,45,Similar,10,Similar,33%,47%,20%,0%,55%,64%,60%,68%,69%,62%,Sociales y Ciudadanas
250577000391,PUERTO LLERAS,INSTITUCION EDUCATIVA INTERNADO CHARCO TRECE,44,Similar,7,Mayor,25%,75%,0%,0%,67%,80%,56%,100%,54%,20%,Sociales y Ciudadanas
15059000007,PUERTO RICO,IE ALICIO AMADOR ELVIRA,44,Similar,11,Similar,45%,38%,16%,1%,47%,65%,62%,70%,59%,63%,Sociales y Ciudadanas
250577000499,PUERTO RICO,INSTITUCION EDUCATIVA LA PRIMAVERA,38,Mayor,5,Mayor,64%,36%,0%,0%,62%,79%,63%,0%,57%,71%,Sociales y Ciudadanas
150606000172,RESTREPO,INSTITUCION EDUCATIVA EMILIANO RESTREPO ECHAVARRIA,49,Similar,11,Similar,19%,54%,24%,3%,39%,57%,61%,73%,57%,46%,Sociales y Ciudadanas
35060600035,RESTREPO,INSTITUCIÓN EDUCATIVA MARÍA MONTESSORI,43,Similar,8,Similar,33%,50%,17%,0%,41%,71%,76%,33%,73%,83%,Sociales y Ciudadanas
450606000419,RESTREPO,COL LOS PORTALES,62,Menor,8,Similar,0%,22%,63%,16%,15%,32%,40%,65%,36%,25%,Sociales y Ciudadanas
350606000538,RESTREPO,INSTITUTO EDUCATIVO CETEL,40,Mayor,10,Similar,61%,30%,9%,0%,61%,76%,72%,82%,77%,58%,Sociales y Ciudadanas
250606000029,RESTREPO,IE FRANCISCO TORRES LEON,59,Menor,10,Similar,4%,29%,52%,14%,20%,33%,42%,55%,48%,28%,Sociales y Ciudadanas
35060600052,RESTREPO,LICEO PSICOPEDAGOGICO MI AMADO JESUS,59,Menor,10,Similar,0%,27%,64%,9%,14%,33%,36%,20%,38%,29%,Sociales y Ciudadanas
250680000138,SAN CARLOS DE GUAROA,INSTITUCION EDUCATIVA SIMON BOLIVAR,47,Similar,11,Similar,27%,50%,19%,4%,39%,58%,63%,47%,72%,76%,Sociales y Ciudadanas
150680000109,SAN CARLOS DE GUAROA,IE GABRIEL GARCIA MARQUEZ,49,Similar,12,Similar,34%,40%,23%,3%,43%,53%,54%,56%,57%,65%,Sociales y Ciudadanas
250680000014,SAN CARLOS DE GUAROA,INSTITUCION EDUCATIVA ISABEL LA CATOLICA,41,Mayor,11,Similar,67%,19%,14%,0%,56%,66%,65%,86%,65%,71%,Sociales y Ciudadanas
250683000759,SAN JUAN DE ARAMA,INSTITUCION EDUCATIVA MANACAL,46,Similar,10,Similar,43%,35%,22%,0%,46%,62%,65%,58%,54%,70%,Sociales y Ciudadanas
150683000151,SAN JUAN DE ARAMA,INSTITUCION EDUCATIVA SAN JUAN DE ARAMA,44,Similar,12,Similar,41%,38%,21%,0%,49%,60%,63%,77%,61%,56%,Sociales y Ciudadanas
150686000119,SAN JUANITO,INSTITUCION EDUCATIVA JOHN F. KENNEDY,49,Similar,11,Similar,25%,50%,25%,0%,40%,48%,58%,86%,46%,57%,Sociales y Ciudadanas
250689001447,SAN MARTÍN,INSTITUCION EDUCATIVA IRACA,47,Similar,9,Similar,28%,51%,21%,0%,49%,62%,57%,83%,59%,67%,Sociales y Ciudadanas
150689000365,SAN MARTÍN,INSTITUCION EDUCATIVA MANUELA BELTRAN,44,Similar,9,Similar,45%,45%,10%,0%,51%,62%,64%,68%,64%,64%,Sociales y Ciudadanas
150689000276,SAN MARTÍN,IE COLEGIO INTEGRADO DE SAN MARTIN,42,Mayor,11,Similar,47%,43%,8%,1%,55%,66%,63%,77%,68%,59%,Sociales y Ciudadanas
350689001484,SAN MARTÍN,COLEGIO COFREM,53,Similar,10,Similar,10%,42%,45%,3%,32%,54%,48%,36%,53%,47%,Sociales y Ciudadanas
150711000374,VISTAHERMOSA,INSTITUCION EDUCATIVA LOS CENTAUROS,47,Similar,10,Similar,30%,50%,17%,3%,44%,60%,62%,69%,61%,58%,Sociales y Ciudadanas
25071100093,VISTAHERMOSA,INSTITUCION EDUCATIVA PEDRO NEL JIMENEZ OBANDO,44,Similar,10,Similar,50%,30%,20%,0%,44%,69%,59%,50%,68%,63%,Sociales y Ciudadanas
250711001235,VISTAHERMOSA,INSTITUCION EDUCATIVA GABRIELA MISTRAL,43,Similar,7,Mayor,40%,60%,0%,0%,38%,71%,81%,73%,63%,58%,Sociales y Ciudadanas
250711000794,VISTAHERMOSA,INSTITUCION EDUCATIVA COSTA RICA,44,Similar,11,Similar,52%,32%,16%,0%,51%,63%,63%,69%,67%,65%,Sociales y Ciudadanas
250711001502,VISTAHERMOSA,INSTITUCION EDUCATIVA SANTO DOMINGO,42,Mayor,9,Similar,43%,57%,0%,0%,54%,65%,66%,57%,64%,38%,Sociales y Ciudadanas
152001002711,PASTO,I.E.M. ARTEMIO MENDOZA CARVAJAL,48,Similar,11,Similar,27%,50%,18%,5%,45%,63%,58%,67%,63%,53%,Sociales y Ciudadanas
152001001064,PASTO,I.E.M. TECNICO INDUSTRIAL,55,Similar,11,Similar,11%,40%,43%,7%,30%,45%,49%,59%,49%,53%,Sociales y Ciudadanas
152001001706,PASTO,I.E.M. LICEO CENTRAL DE NARIÑO,51,Similar,11,Similar,16%,50%,32%,3%,35%,54%,56%,56%,56%,58%,Sociales y Ciudadanas
152001000661,PASTO,I.E.M. NORMAL SUPERIOR DE PASTO,54,Similar,11,Similar,13%,40%,40%,7%,31%,45%,48%,57%,49%,48%,Sociales y Ciudadanas
352001001586,PASTO,COL NUESTRA SEÑORA DE LAS LAJAS,54,Similar,12,Similar,20%,35%,38%,8%,37%,46%,48%,47%,50%,50%,Sociales y Ciudadanas
252001006656,PASTO,LICEO JOSE FELIX JIMENEZ,51,Similar,9,Similar,8%,61%,31%,0%,32%,59%,55%,56%,56%,55%,Sociales y Ciudadanas
152001000793,PASTO,LIC INTEGD DE BTO UNIVERSIDAD DE NARIÑO,69,Menor,7,Mayor,0%,1%,58%,41%,15%,16%,23%,30%,26%,19%,Sociales y Ciudadanas
152001003008,PASTO,I.E.M. LA ROSA,49,Similar,11,Similar,26%,44%,26%,5%,36%,63%,60%,76%,59%,55%,Sociales y Ciudadanas
152001002842,PASTO,I.E.M. MERCEDARIO,50,Similar,10,Similar,21%,51%,25%,3%,41%,53%,58%,62%,57%,56%,Sociales y Ciudadanas
252001000186,PASTO,I.E.M. GUALMATAN,54,Similar,14,Similar,20%,20%,60%,0%,29%,42%,31%,50%,38%,83%,Sociales y Ciudadanas
352001001454,PASTO,INST CHAMPAGNAT,58,Menor,10,Similar,4%,35%,51%,10%,26%,37%,43%,53%,39%,42%,Sociales y Ciudadanas
252001003096,PASTO,I.E.M. FRANCISCO DE LA VILLOTA,49,Similar,11,Similar,24%,51%,22%,3%,44%,57%,56%,55%,52%,59%,Sociales y Ciudadanas
352001001438,PASTO,COL SAN FELIPE NERI,57,Menor,11,Similar,8%,35%,46%,11%,27%,40%,48%,49%,39%,39%,Sociales y Ciudadanas
152001001153,PASTO,I.E.M. HERALDO ROMERO SANCHEZ,50,Similar,12,Similar,26%,34%,36%,3%,40%,51%,54%,64%,54%,61%,Sociales y Ciudadanas
152001005027,PASTO,I.E.M. LUIS EDUARDO MORA OSEJO,48,Similar,11,Similar,26%,49%,21%,4%,40%,59%,59%,65%,55%,52%,Sociales y Ciudadanas
152001000777,PASTO,I.E.M. CIUDAD DE PASTO,60,Menor,9,Similar,1%,28%,59%,12%,18%,35%,42%,51%,40%,34%,Sociales y Ciudadanas
252001003282,PASTO,I.E.M. JOSE ANTONIO GALAN,49,Similar,9,Similar,14%,68%,19%,0%,39%,62%,65%,38%,52%,64%,Sociales y Ciudadanas
352001000539,PASTO,I.E.M. PEDAGOGICO,49,Similar,11,Similar,25%,50%,22%,3%,44%,50%,57%,58%,63%,73%,Sociales y Ciudadanas
352001000814,PASTO,LICEO DE LA MERCED MARIDIAZ,61,Menor,9,Similar,2%,25%,56%,17%,23%,34%,41%,41%,43%,32%,Sociales y Ciudadanas
352001006096,PASTO,INST JORGE ELIECER GAITAN,35,Mayor,0,Mayor,100%,0%,0%,0%,33%,25%,86%,0%,0%,N.D.,Sociales y Ciudadanas
252001000127,PASTO,I.E.M. MORASURCO,45,Similar,11,Similar,27%,45%,27%,0%,59%,60%,59%,67%,43%,54%,Sociales y Ciudadanas
352001000873,PASTO,LICEO JOSE FELIX JIMENEZ,54,Similar,11,Similar,14%,43%,35%,8%,31%,44%,49%,55%,60%,47%,Sociales y Ciudadanas
35200100335,PASTO,COL MILITAR COLOMBIA,44,Similar,10,Similar,29%,59%,12%,0%,39%,62%,76%,88%,63%,67%,Sociales y Ciudadanas
25200100338,PASTO,I.E.M. NUESTRA SEÑORA DE GUADALUPE,53,Similar,10,Similar,5%,54%,36%,5%,36%,56%,50%,59%,32%,68%,Sociales y Ciudadanas
15200100375,PASTO,I.E.M. CENT DE INTEGRACION POPULAR,51,Similar,11,Similar,16%,51%,30%,2%,32%,51%,54%,58%,55%,49%,Sociales y Ciudadanas
2520010005,PASTO,I.E.M. CABRERA,49,Similar,10,Similar,22%,44%,33%,0%,43%,61%,52%,73%,64%,58%,Sociales y Ciudadanas
152001000769,PASTO,I.E.M. LIBERTAD,51,Similar,10,Similar,16%,50%,32%,2%,37%,52%,53%,66%,57%,60%,Sociales y Ciudadanas
352001000806,PASTO,LIC SANTA TERESITA DE PASTO,51,Similar,0,Mayor,0%,100%,0%,0%,25%,60%,80%,100%,100%,0%,Sociales y Ciudadanas
352001002817,PASTO,I.E.M. SAN JUAN BOSCO,55,Similar,10,Similar,8%,40%,48%,3%,31%,40%,50%,59%,45%,39%,Sociales y Ciudadanas
252001004831,PASTO,I.E.M. EDUARDO ROMO ROSERO,49,Similar,9,Similar,16%,59%,25%,0%,32%,59%,55%,68%,74%,53%,Sociales y Ciudadanas
152001006589,PASTO,I.E.M. CIUDADELA DE PAZ,45,Similar,9,Similar,30%,58%,12%,0%,50%,64%,59%,86%,64%,44%,Sociales y Ciudadanas
152001000718,PASTO,I.E.M. SAN JOSE BETHLEMITAS,53,Similar,10,Similar,11%,55%,32%,3%,31%,52%,54%,51%,55%,51%,Sociales y Ciudadanas
352001004992,PASTO,INSTITUTO BET - EL,50,Similar,13,Similar,35%,29%,29%,6%,36%,57%,55%,40%,58%,60%,Sociales y Ciudadanas
152001003105,PASTO,I.E.M. AURELIO ARTURO MARTINEZ,51,Similar,11,Similar,16%,51%,31%,2%,32%,55%,55%,41%,53%,64%,Sociales y Ciudadanas
352001003201,PASTO,COL LA INMACULADA,61,Menor,7,Mayor,0%,17%,79%,3%,23%,28%,44%,50%,46%,35%,Sociales y Ciudadanas
25200100047,PASTO,I.E.M. MARCO FIDEL SUÁREZ,45,Similar,8,Mayor,32%,59%,9%,0%,44%,62%,61%,58%,56%,57%,Sociales y Ciudadanas
152001005051,PASTO,I.E.M. CIUDADELA EDUCATIVA DE PASTO,55,Similar,10,Similar,7%,47%,39%,8%,31%,45%,50%,58%,52%,44%,Sociales y Ciudadanas
252001004904,PASTO,I.E.M. SANTA TERESITA,49,Similar,10,Similar,21%,53%,24%,1%,41%,55%,59%,64%,54%,65%,Sociales y Ciudadanas
152001001277,PASTO,I.E.M. ANTONIO NARIÑO,45,Similar,10,Similar,42%,42%,17%,0%,41%,61%,63%,58%,67%,67%,Sociales y Ciudadanas
352001002175,PASTO,COL NUESTRA SRA DEL CARMEN,60,Menor,8,Mayor,0%,25%,63%,13%,15%,32%,39%,92%,30%,63%,Sociales y Ciudadanas
452001002528,PASTO,INSTITUCION EDUCATIVA  MUNICIPAL EL ENCANO,44,Similar,9,Similar,31%,59%,9%,0%,47%,71%,63%,63%,66%,69%,Sociales y Ciudadanas
352001002795,PASTO,COL MUSICAL BRITANICO,63,Menor,8,Mayor,0%,17%,83%,0%,20%,18%,31%,50%,44%,0%,Sociales y Ciudadanas
152001001293,PASTO,I.E.M. SANTA BÁRBARA,50,Similar,11,Similar,23%,46%,29%,2%,35%,53%,52%,60%,58%,52%,Sociales y Ciudadanas
252001002863,PASTO,I.E.M. AGUSTIN AGUALONGO,46,Similar,10,Similar,43%,30%,27%,0%,39%,61%,64%,64%,63%,61%,Sociales y Ciudadanas
152001000785,PASTO,I.E.M. LUIS DELFIN INSUASTY RODRIGUEZ,54,Similar,11,Similar,12%,44%,36%,7%,29%,47%,55%,62%,50%,50%,Sociales y Ciudadanas
352001001462,PASTO,COL FILIPENSE NUESTRA SRA DE LA ESPERANZA,63,Menor,9,Similar,1%,18%,57%,24%,20%,33%,41%,31%,36%,32%,Sociales y Ciudadanas
252001000283,PASTO,I.E.M. CRISTO REY,45,Similar,9,Similar,28%,62%,10%,0%,39%,60%,75%,79%,54%,70%,Sociales y Ciudadanas
152001000599,PASTO,I.E.M. MARIA GORETTI,54,Similar,11,Similar,10%,44%,41%,6%,30%,46%,51%,52%,54%,43%,Sociales y Ciudadanas
452001003745,PASTO,I.E.M. FRANCISCO JOSE DE CALDAS,49,Similar,12,Similar,26%,48%,17%,9%,37%,57%,60%,63%,57%,56%,Sociales y Ciudadanas
252001000275,PASTO,I.E.M. NUESTRA SEÑORA DE LA VISITACION,48,Similar,10,Similar,17%,50%,33%,0%,40%,61%,68%,64%,67%,41%,Sociales y Ciudadanas
152001004209,PASTO,I.E.M. CHAMBU,50,Similar,11,Similar,24%,43%,28%,4%,36%,58%,59%,46%,58%,54%,Sociales y Ciudadanas
452001004024,PASTO,I.E.M. OBONUCO,44,Similar,9,Similar,36%,57%,7%,0%,44%,65%,69%,75%,59%,59%,Sociales y Ciudadanas
352001006677,PASTO,I.E. SIMÓN BOLÍVAR,53,Similar,8,Mayor,6%,59%,35%,0%,31%,60%,48%,70%,45%,40%,Sociales y Ciudadanas
352001006774,PASTO,CENTRO EDUCATIVO BOLIVARIANO,41,Similar,0,Mayor,0%,100%,0%,0%,75%,20%,40%,0%,50%,50%,Sociales y Ciudadanas
252001001247,PASTO,I.E.M. EL SOCORRO,43,Similar,11,Similar,48%,35%,17%,0%,54%,73%,71%,45%,62%,70%,Sociales y Ciudadanas
352001006791,PASTO,INSTITUCION EDUCATIVA DEL SUR - INESUR,50,Similar,14,Similar,33%,33%,33%,0%,27%,53%,56%,100%,75%,50%,Sociales y Ciudadanas
352001005018,PASTO,COLEGIO COLOMBO SUIZO,54,Similar,14,Similar,22%,17%,50%,11%,33%,41%,44%,56%,54%,77%,Sociales y Ciudadanas
252001003258,PASTO,C.E.M. LA VICTORIA,45,Similar,8,Mayor,33%,58%,8%,0%,42%,70%,69%,40%,72%,54%,Sociales y Ciudadanas
252001000232,PASTO,I.E.M. LA CALDERA,43,Similar,8,Mayor,29%,64%,7%,0%,51%,71%,70%,80%,66%,63%,Sociales y Ciudadanas
252001000097,PASTO,I.E.M SAN FRANCISCO DE ASIS,46,Similar,10,Similar,43%,36%,21%,0%,44%,59%,63%,17%,68%,58%,Sociales y Ciudadanas
35200180008,PASTO,INSTITUTO POLITECNICO SUR ANDINO - POLISUR,50,Similar,6,Mayor,0%,100%,0%,0%,33%,67%,55%,0%,75%,100%,Sociales y Ciudadanas
352001800101,PASTO,INSTITUTO POLITÉCNICO DE LOS ANDES ,40,Mayor,0,Mayor,100%,0%,0%,0%,50%,50%,50%,0%,0%,100%,Sociales y Ciudadanas
352001800276,PASTO,INST EDUC SAN NICOLAS,49,Similar,9,Similar,20%,67%,13%,0%,37%,62%,65%,50%,56%,41%,Sociales y Ciudadanas
252019000272,ALBÁN,INSTITUCIÓN EDUCATIVA CHAPIURCO,38,Mayor,7,Mayor,69%,31%,0%,0%,62%,68%,70%,45%,58%,64%,Sociales y Ciudadanas
152019000251,ALBÁN,INSTITUCION EDUCATIVA JUAN IGNACIO ORTIZ,49,Similar,11,Similar,28%,48%,19%,4%,35%,57%,60%,74%,56%,64%,Sociales y Ciudadanas
152019000235,ALBÁN,INSTITUCION EDUCATIVA POLITECNICO JUAN BOLAÑOS,43,Similar,9,Similar,58%,25%,17%,0%,43%,72%,69%,64%,56%,67%,Sociales y Ciudadanas
452022000118,ALDANA,INSTITUCION EDUCATIVA COMERCIAL SAN LUIS,51,Similar,8,Mayor,14%,53%,33%,0%,38%,57%,53%,47%,54%,65%,Sociales y Ciudadanas
152022000084,ALDANA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL PILAR,49,Similar,10,Similar,19%,53%,28%,0%,38%,57%,56%,60%,49%,58%,Sociales y Ciudadanas
